425	8000	4400
426	8100	4600
428	8600	4500
429	8000	4500
431	7700	4600
432	7900	4500
433	8500	4500
434	8000	4600
435	8200	4500
437	8600	4700
438	8800	4600
439	8300	5500
441	8500	4600
442	9600	4800
443	8200	4700
446	8400	4600
447	8400	4500
448	8300	4700
449	8800	4700
450	9100	5200
451	8700	4800
452	8500	4900
453	8800	4700
454	8500	4600
456	9100	4700
457	8800	4600
459	9600	4800
460	8200	4900
461	8900	4900
462	9300	4700
463	8800	5000
464	9400	4900
465	9000	4800
466	8900	4600
468	9700	5500
469	9500	5200
470	9400	5100
471	9100	5200
472	9200	4800
474	9100	5300
475	8900	4900
476	9700	5000
477	9100	6400
478	9100	4700
479	9400	4900
480	8900	5200
481	9500	5600
482	9300	5500
483	9500	5300
484	9500	5400
485	9300	5300
486	9100	5200
487	9100	5300
488	9300	5000
489	9200	5200
491	9400	5300
493	9000	5200
494	9900	5100
495	9200	5200
496	9800	5200
497	9600	5200
498	9600	5100
499	9600	5100
500	9400	5300
502	9300	5100
503	10100	5000
504	9700	5400
505	9500	5100
507	9900	5300
508	9800	5300
509	9400	5300
510	9800	5900
511	10100	5500
512	10100	5000
513	10300	5400
514	9900	5500
515	9900	5500
516	9700	7400
517	9800	5300
520	8700	5800
521	9000	5700
522	8700	5500
523	8800	6100
524	9000	5600
525	8900	5400
526	8500	5500
527	8600	5400
528	8400	5200
529	8500	5200
530	8500	5200
531	8600	5500
532	9400	6700
533	9100	5400
534	9100	5400
535	9100	5600
536	8500	5300
537	9200	5500
538	9400	5400
539	8300	5200
540	8800	5200
541	9400	5300
542	9100	5200
543	9400	5400
544	8900	5400
545	8900	5500
548	9200	6200
549	9400	6000
550	9400	6000
551	9400	5800
552	9400	5800
553	9200	5300
554	9400	5600
555	8900	5600
556	8800	5300
557	9500	5800
558	9500	5800
560	9600	5700
561	9900	6300
562	9400	5700
563	9300	6000
564	9600	5800
565	9400	5800
566	9700	6000
567	9500	5700
568	9100	5400
569	9400	5400
571	9400	5600
572	9500	5600
573	9000	5400
574	9700	5800
575	9500	5700
576	9700	5800
577	9500	5900
578	9700	5600
579	8800	5800
580	9400	5800
581	10100	5800
582	9300	5800
583	9800	5800
584	9600	5600
585	10100	5600
586	9700	5800
587	9800	5600
588	10400	6100
589	10000	5800
590	10200	6000
591	9800	6000
592	9700	6100
594	10200	6400
595	9800	6600
596	9900	6300
597	10000	6600
598	9600	6000
599	10400	6000
600	10200	6400
601	9700	6400
602	10100	5900
603	9700	6200
604	9900	6100
605	10400	6100
606	9800	6000
607	10100	6100
608	10600	6200
609	10400	6000
611	10200	6400
612	9900	6200
613	10400	6100
614	9900	6100
615	10100	5900
616	10100	6300
617	10200	6100
618	10200	6100
619	9700	6400
620	10200	5800
621	10100	6400
622	10400	6200
623	10300	6100
624	10600	6400
625	10700	6200
626	10300	6300
627	10500	6100
628	10800	6000
629	10600	6100
630	10300	6300
631	10900	6000
632	10500	6300
633	10900	6600
634	10800	6400
635	10600	6200
636	11200	6400
637	10600	7700
638	11200	8200
639	11200	7000
640	10900	6700
641	10600	6900
642	10500	6800
643	10400	6700
644	12000	6900
645	11200	6600
647	11400	6700
648	11600	6500
649	11300	6600
650	11800	6400
651	11200	6500
652	11400	6800
653	12100	6700
654	11500	6500
655	12600	6200
656	12100	6500
657	11700	6600
658	11500	6800
659	12000	6400
660	11800	6400
661	12300	7200
662	12000	6800
663	12000	6500
665	11500	7100
667	12700	6900
668	12000	6900
669	11900	6900
670	11900	7500
672	12200	6600
673	12000	6700
674	11800	6700
675	12500	6400
676	11800	6800
677	11700	6600
678	11900	6400
679	11500	6500
681	12100	6600
682	12100	6600
683	12000	6400
684	12100	6700
685	12600	6800
686	12200	6400
687	12200	6700
688	12500	6700
689	12700	6800
690	12200	6500
691	12200	6800
692	13000	6600
694	12300	7000
695	11900	7300
698	12500	7200
701	12400	6900
702	12200	7100
703	12600	7200
704	12200	7200
705	13400	7100
706	12800	7300
707	13100	7000
708	12600	7000
709	13100	7800
711	12300	7300
712	13300	7300
713	13300	8200
714	12800	7200
715	12800	7300
716	13400	7300
717	12800	7000
719	12800	7000
720	12400	6800
721	13200	7000
722	12900	7000
723	12800	6900
724	13000	7400
725	12800	6800
726	13700	7000
727	13000	7500
728	12600	7100
729	13500	6900
730	13500	6800
731	12900	7100
732	13100	7100
733	13400	7100
734	13000	6900
735	12900	7100
736	13300	7000
737	13000	6900
738	13100	7000
739	13400	7100
740	13300	7200
741	14100	8000
742	13500	7600
743	13500	7500
745	13600	7500
746	13200	7100
747	13200	6900
748	13500	7200
749	13700	7000
750	13200	7600
751	13500	7500
752	13400	7300
753	13600	7500
754	13200	7300
755	13200	7300
756	13900	7700
757	13500	7300
758	14000	7500
759	13700	7500
760	13200	7200
761	13200	7200
762	13200	7300
763	13600	7400
764	12700	7400
767	13800	7500
768	14200	8400
770	13700	7800
771	14000	8000
772	13700	7700
773	13700	7600
774	14300	7600
777	13900	7900
778	14100	8200
780	14800	7900
782	13600	7900
783	14000	7600
785	14100	8400
787	14300	8200
789	13900	7900
790	14900	8300
791	14300	8000
794	14300	8000
795	14000	7900
796	13800	8000
797	14300	8400
798	13900	7900
799	13800	7600
800	14000	7900
801	14300	8600
802	14500	8200
803	14500	7700
804	14700	8100
805	14400	8400
806	14400	8400
807	14000	8300
808	14600	8100
809	14900	8000
810	14700	8000
811	14300	7800
812	14800	8000
813	14100	7800
815	14600	8100
816	15400	7900
817	14600	7700
818	14700	7900
819	14600	8200
820	15100	8100
821	14900	8100
822	15000	7800
823	14600	8000
824	14600	7900
825	14800	8000
826	14600	7800
827	15200	8200
828	14500	7800
829	15100	8200
830	14600	7800
831	15000	7900
832	14300	7900
833	15000	8400
834	15000	8100
835	14900	8000
836	15200	8200
837	15100	8100
838	15400	8100
839	15400	8100
841	14600	8300
842	15000	7900
843	15100	8200
844	15600	8000
845	15500	8200
846	15600	8300
847	15400	8200
848	15500	8100
849	15200	8500
850	15800	8900
851	15000	8600
852	15900	8500
853	15400	8400
854	16100	8800
855	15100	8100
856	15800	8600
857	15900	8400
858	15500	8600
859	15600	8400
860	15400	8400
861	15400	9000
862	15500	8800
863	15500	8400
864	15600	8600
865	15300	8700
866	15100	8600
867	16100	8500
868	15100	8400
869	14900	8300
870	15900	8600
871	15300	8100
872	15800	8600
873	15700	8600
874	15700	8300
875	15300	8200
876	15500	8500
877	15600	8700
878	15300	8100
879	15500	8500
880	16000	8500
881	15800	8600
882	16000	8500
883	15900	8400
884	15600	8700
885	16100	8500
886	15900	8700
887	16300	8700
888	15700	8700
890	15600	8500
891	16500	9100
892	15500	8400
893	16100	8800
894	15900	8600
895	16000	8600
896	15800	8600
897	16000	8400
898	16300	8600
899	16500	8800
900	16400	8600
901	15900	8500
902	16400	8800
903	15400	8700
905	16200	8600
906	16300	8500
907	15600	8900
908	16600	8800
909	16500	8600
910	15900	8600
911	16400	8300
912	16300	8800
913	16400	8900
914	16700	8900
915	16100	8700
916	16700	8600
917	15700	8700
918	16100	8800
919	16200	9000
920	16400	9000
921	16500	9100
922	16100	9100
923	16500	8900
924	16800	8900
925	16300	8800
926	16700	8700
928	16600	9100
929	16700	9300
930	16100	9100
931	16800	8900
932	16600	8600
933	16600	9200
934	16500	8900
935	16500	9200
936	16100	8700
937	16900	9300
938	16900	9000
939	17300	8900
940	16100	8900
941	16900	9100
942	16700	9200
943	16200	9000
944	17000	9000
945	16700	8800
946	16400	9200
947	17300	9200
949	16900	9400
950	17100	9500
951	17300	9200
952	16500	9000
953	17300	9000
955	17000	9100
957	17500	9400
958	16900	9600
959	17700	10400
960	17200	9700
961	17900	9500
962	17300	9300
964	16900	9500
965	17400	9600
966	17000	9800
967	17400	9500
968	17800	9600
969	17800	9300
970	17500	9500
971	17600	9500
972	17500	9100
973	17600	9300
974	17500	9800
975	17500	9400
976	17000	9500
977	17300	9600
978	17100	9300
979	17600	9600
980	17500	9600
981	17100	9400
982	17700	9200
985	17800	9500
986	18300	9400
987	17600	9100
988	17900	9600
989	17700	9700
990	17700	9400
991	17700	9600
992	18000	9600
993	18300	9200
994	17500	9300
995	17700	9600
996	17800	9800
998	17600	10100
